sample,noise_level,rank,candidate_x,candidate_y,gt_x,gt_y,template_score,gray_score,edge_score,gradient_score,structural_score,center_distance,distance_to_gt,label
sample_001,clean,25,236.0,710.0,279.0,433.1,0.4537443220615387,0.7268714010715485,0.5687267482280731,0.5095403222367167,0.6083100389689207,0.2385330165826106,280.2188608926958,0
sample_001,clean,26,236.0,782.0,279.0,433.1,0.45040979981422424,0.7252043038606644,0.5526602752506733,0.5003103883937001,0.6007379319518805,0.2731483113621609,351.53977015410356,0
sample_001,clean,27,293.0,457.0,279.0,433.1,0.4450361728668213,0.72251757979393,0.5971029624342918,0.6690271943807602,0.6760385021567346,0.1494958193395387,27.698555919036625,0
sample_001,clean,28,236.0,638.0,279.0,433.1,0.4433063268661499,0.7216530442237854,0.5580054000020027,0.5005740495980717,0.6004919175291434,0.2106418761785035,209.36334445169715,0
sample_001,clean,29,518.0,733.0,279.0,433.1,0.4423062801361084,0.7211523354053497,0.537128135561943,0.5489652641117573,0.6154726669192314,0.16524678514270708,383.48534522195234,0
sample_001,clean,30,518.0,637.0,279.0,433.1,0.4384213089942932,0.7192097753286362,0.5378736779093742,0.5444238893687725,0.6130282014608384,0.09770619222956137,314.1595295387361,0
sample_002,clean,1,288.0,438.0,288.4,438.1,0.9064276218414307,0.9532148241996765,0.7152263820171356,0.9363055527210236,0.8988534271717072,0.15618578680533,0.4123105625617495,1
sample_002,clean,2,288.0,342.0,288.4,438.1,0.858497679233551,0.929250031709671,0.6550053507089615,0.89503213763237,0.8607139378786087,0.1869598887462228,96.1008324625755,0
sample_002,clean,3,288.0,390.0,288.4,438.1,0.8440039753913879,0.9220031201839447,0.6659020632505417,0.898359626531601,0.8613255113363266,0.1688845759683222,48.10166317290913,0
sample_002,clean,4,288.0,486.0,288.4,438.1,0.7799234986305237,0.8899613916873932,0.5893326625227928,0.8502691388130188,0.8139587447047234,0.15023315213360863,47.90167011702199,0
sample_002,clean,5,288.0,516.0,288.4,438.1,0.6604987978935242,0.83024862408638,0.5881105959415436,0.7867455780506134,0.7644198000431062,0.15033296378372907,77.90102695086885,0
sample_002,clean,6,288.0,309.0,288.4,438.1,0.6203967928886414,0.8101982772350311,0.5807376652956009,0.7411536276340485,0.736688295006752,0.2017733877398107,129.10061967318362,0
sample_002,clean,7,580.0,724.0,288.4,438.1,0.5623980164527893,0.7811991274356842,0.6206722855567932,0.7953485250473022,0.7547535181045533,0.1681903683330291,408.3740564727392,0
sample_002,clean,8,580.0,695.0,288.4,438.1,0.5565443634986877,0.77827188372612,0.6116669923067093,0.7790480852127075,0.7452613860368729,0.1490385856078888,388.6234295561707,0
sample_002,clean,9,580.0,657.0,288.4,438.1,0.5531271696090698,0.776563286781311,0.6170754507184029,0.7968496680259705,0.7527802720665933,0.12459735149673126,364.6200351050392,0
sample_002,clean,10,580.0,772.0,288.4,438.1,0.5398765802383423,0.7699386775493622,0.591546356678009,0.7720650136470795,0.7351107478141785,0.20047942537826666,443.30550413907565,0
sample_002,clean,11,870.0,759.0,288.4,438.1,0.5017256140708923,0.7508629858493805,0.6398531645536423,0.8103820085525513,0.7524686306715012,0.3193595152801933,664.255500541772,0
sample_002,clean,12,282.0,931.0,288.4,438.1,0.49816539883613586,0.7490820735692978,0.6149501353502274,0.7494987994432449,0.7224223762750626,0.34152964732216146,492.94154825902024,0
sample_002,clean,13,870.0,701.0,288.4,438.1,0.49792900681495667,0.7489638775587082,0.6248769983649254,0.810276448726654,0.7486715301871301,0.2977423382725406,638.259328173118,0
sample_002,clean,14,870.0,730.0,288.4,438.1,0.49391910433769226,0.7469594925642014,0.6215461269021034,0.802508145570755,0.7440962806344033,0.3080584360149872,650.7412465796217,0
sample_002,clean,15,870.0,788.0,288.4,438.1,0.4896423816680908,0.7448220700025558,0.6147103831171989,0.8004953265190125,0.7410690352320671,0.33154486875836275,678.7404290301263,0
sample_002,clean,16,580.0,614.0,288.4,438.1,0.4782639145851135,0.7391316443681717,0.5795229598879814,0.7126704007387161,0.6966254100203515,0.09847842403288143,340.54569443761875,0
sample_002,clean,17,288.0,549.0,288.4,438.1,0.47063392400741577,0.7353161573410034,0.5812215581536293,0.7351209819316864,0.7044191673398018,0.15385870141139238,110.90072136825799,0
sample_002,clean,18,266.0,357.0,288.4,438.1,0.46223533153533936,0.7311176806688309,0.5725991129875183,0.5915960073471069,0.6436052978038788,0.19391364057229188,84.13661509711454,0
sample_002,clean,19,870.0,653.0,288.4,438.1,0.4572865664958954,0.7286422252655029,0.5926439017057419,0.7833158075809479,0.7233119934797287,0.28311570073028447,620.0327168787144,0
sample_002,clean,20,266.0,423.0,288.4,438.1,0.4560619592666626,0.7280304729938507,0.5470483265817165,0.5871018841862679,0.6354626081883907,0.17419098713768172,27.01425549594139,0
sample_002,clean,21,331.0,438.0,288.4,438.1,0.4533226788043976,0.7266599982976913,0.6285316348075867,0.6302506327629089,0.6684705793857575,0.12728904116223047,42.60011737073035,0
sample_002,clean,22,266.0,453.0,288.4,438.1,0.4518028497695923,0.7259008437395096,0.5568311288952827,0.5913150981068611,0.638252602517605,0.16876759167565317,26.902973813316592,0
sample_002,clean,23,914.0,759.0,288.4,438.1,0.44424960017204285,0.7221247553825378,0.6121408194303513,0.6089651361107826,0.6548641204833985,0.34530928165921054,703.1018205068168,0
sample_002,clean,24,325.0,950.0,288.4,438.1,0.4418031871318817,0.7209010273218155,0.6262565553188324,0.6214570328593254,0.662194535136223,0.3414125070936916,513.2067517092892,0
sample_002,clean,25,266.0,501.0,288.4,438.1,0.43759089708328247,0.7187945544719696,0.5661441907286644,0.583983302116394,0.6343399807810783,0.1654644977026794,66.76952897841946,0
sample_002,clean,26,870.0,624.0,288.4,438.1,0.43577295541763306,0.717886433005333,0.5737093836069107,0.7581971287727356,0.7051753014326096,0.2759311508329569,610.5877250649573,0
sample_002,clean,27,914.0,730.0,288.4,438.1,0.4356963038444519,0.7178481370210648,0.5938173308968544,0.6011462137103081,0.64636120647192,0.33488505490690385,690.348441006424,0
sample_002,clean,28,914.0,682.0,288.4,438.1,0.43478116393089294,0.717390775680542,0.6017306447029114,0.6028217971324921,0.6484311580657959,0.31978117518077886,671.4630071716535,0
sample_002,clean,29,616.0,719.0,288.4,438.1,0.4346802234649658,0.7173402607440948,0.6107169613242149,0.6170008108019829,0.6558798208832741,0.17523840903181015,431.5397664178818,0
sample_002,clean,30,616.0,681.0,288.4,438.1,0.42993319034576416,0.7149662226438522,0.6252167969942093,0.6221844628453255,0.659903633594513,0.15201480191086655,407.82615168721094,0
sample_003,clean,1,148.0,545.0,149.2,544.8,0.9368916153907776,0.9684455692768097,0.6705021411180496,0.9421656429767609,0.8983449131250383,0.25092728030248124,1.2165525060596403,1
sample_003,clean,2,76.0,545.0,149.2,544.8,0.8843716382980347,0.9421850740909576,0.6490483433008194,0.8951953053474426,0.864761820435524,0.30149709783014494,73.20027322353378,0
sample_003,clean,3,197.0,545.0,149.2,544.8,0.8822137713432312,0.941106766462326,0.6339689046144485,0.9056963622570038,0.8655150324106217,0.21660332407421634,47.800418408210625,0
sample_003,clean,4,697.0,541.0,149.2,544.8,0.8316295146942139,0.9158149659633636,0.5452212281525135,0.8250272572040558,0.8053811348974704,0.14228492541376264,547.8131798341475,0
sample_003,clean,5,794.0,541.0,149.2,544.8,0.826172947883606,0.9130865931510925,0.550908625125885,0.8149577677249908,0.8013994693756104,0.2099011672192415,644.81119717325,0
sample_003,clean,6,649.0,541.0,149.2,544.8,0.8260173797607422,0.9130094945430756,0.545645460486412,0.8172824084758759,0.801245853304863,0.1092748827498799,499.81444556955336,0
sample_003,clean,7,746.0,541.0,149.2,544.8,0.8249669075012207,0.9124836921691895,0.5545746833086014,0.8204275965690613,0.8040794521570206,0.17634766797437385,596.8120977326113,0
sample_003,clean,8,764.0,249.0,149.2,544.8,0.7749547362327576,0.8874777257442474,0.5557068660855293,0.7801065146923065,0.7781750693917275,0.257582025770433,682.2585140546066,0
sample_003,clean,9,716.0,249.0,149.2,544.8,0.769071638584137,0.8845361769199371,0.5564529933035374,0.7774576246738434,0.7760881192982197,0.2341548632849636,639.3433193519737,0
sample_003,clean,10,668.0,249.0,149.2,544.8,0.7675028443336487,0.8837516009807587,0.5491863116621971,0.7718505561351776,0.772078125178814,0.21357083134173543,597.2027126529148,0
sample_003,clean,11,173.0,529.0,149.2,544.8,0.7465587854385376,0.8732791841030121,0.6036886945366859,0.7472629249095917,0.7689545825123787,0.232131428290096,28.567113959936503,0
sample_003,clean,12,770.0,525.0,149.2,544.8,0.7448310852050781,0.8724158108234406,0.597734697163105,0.7397430092096329,0.7644104674458504,0.19173549488814007,621.1156736067767,0
sample_003,clean,13,124.0,529.0,149.2,544.8,0.744018018245697,0.8720086812973022,0.6150153055787086,0.748554140329361,0.7712281897664071,0.26666177078839026,29.74357073385773,0
sample_003,clean,14,722.0,525.0,149.2,544.8,0.742993950843811,0.8714971840381622,0.6058569326996803,0.7383343428373337,0.7651039972901346,0.15796993384818517,573.1421115220901,0
sample_003,clean,15,674.0,525.0,149.2,544.8,0.7380146384239197,0.8690078854560852,0.5934434086084366,0.7325483411550522,0.7593111723661423,0.12430004022525495,525.173380894348,0
sample_003,clean,16,626.0,525.0,149.2,544.8,0.7212136387825012,0.860606849193573,0.5860337093472481,0.7227097302675247,0.7505333736538888,0.09083226299063565,477.2109386843517,0
sample_003,clean,17,692.0,233.0,149.2,544.8,0.7165294289588928,0.8582643270492554,0.5789788067340851,0.7181822508573532,0.7463743925094605,0.23254354430944754,625.9800955302013,0
sample_003,clean,18,220.0,529.0,149.2,544.8,0.7101255059242249,0.8550624251365662,0.5968561545014381,0.7306584864854813,0.7536595955491067,0.19904898894493286,72.54157428674952,0
sample_003,clean,19,52.0,529.0,149.2,544.8,0.7097307443618774,0.8548648059368134,0.5980103388428688,0.7243672609329224,0.7512948945164681,0.317446845944325,98.47578382526335,0
sample_003,clean,20,788.0,233.0,149.2,544.8,0.708311915397644,0.8541555404663086,0.5860252976417542,0.7102121710777283,0.7429521441459657,0.27769857759808564,710.8337921061434,0
sample_003,clean,21,644.0,233.0,149.2,544.8,0.707772433757782,0.8538858592510223,0.5827241837978363,0.714601531624794,0.7439397931098939,0.21450524469112636,584.8472279151197,0
sample_003,clean,22,740.0,233.0,149.2,544.8,0.7029902338981628,0.8514946401119232,0.5759386867284775,0.7002021372318268,0.7358664482831956,0.2538592129508007,668.0298496324846,0
sample_003,clean,23,244.0,545.0,149.2,544.8,0.7019740343093872,0.8509862720966339,0.5986274108290672,0.8032441139221191,0.7814176365733148,0.18379472244871448,94.8002109702294,0
sample_003,clean,24,812.0,249.0,149.2,544.8,0.6715885400772095,0.8357943296432495,0.5488553643226624,0.7364748865365982,0.7386787593364716,0.2831474880693805,725.8109120149683,0
sample_003,clean,25,620.0,249.0,149.2,544.8,0.6652179956436157,0.8326089680194855,0.5297372154891491,0.7199972718954086,0.7269899390637875,0.19672442654637476,556.0128415783217,0
sample_003,clean,26,602.0,541.0,149.2,544.8,0.6642394661903381,0.8321198225021362,0.5281238425523043,0.748877540230751,0.7380237136036158,0.07773351915358008,452.8159449489384,0
sample_003,clean,27,673.0,557.0,149.2,544.8,0.6607343554496765,0.8303671479225159,0.5708682909607887,0.7497214823961258,0.7462091103196145,0.1287982919141399,523.9420578651803,0
sample_003,clean,28,148.0,513.0,149.2,544.8,0.6601574420928955,0.8300785720348358,0.5812063068151474,0.68935826420784,0.7240159958600998,0.2490712749395241,31.82263345482264,0
sample_003,clean,29,770.0,557.0,149.2,544.8,0.6597960591316223,0.8298980593681335,0.5820362791419029,0.7475635409355164,0.7473918959498406,0.19512688179746018,620.919866005268,0
sample_003,clean,30,722.0,557.0,149.2,544.8,0.6595484018325806,0.8297742903232574,0.5772225558757782,0.7455170005559921,0.7455610275268555,0.16206942956646697,572.9299084530323,0
sample_004,clean,1,223.0,669.0,223.7,669.3,0.9280127286911011,0.9640060663223267,0.6734122782945633,0.9200624823570251,0.8883098751306534,0.2294449825121482,0.7615773105863625,1
sample_004,clean,2,223.0,708.0,223.7,669.3,0.9203062653541565,0.9601522982120514,0.6941956281661987,0.9140152335166931,0.8885061383247376,0.24494182982904328,38.70633023163012,0
sample_004,clean,3,223.0,631.0,223.7,669.3,0.8932521343231201,0.946625143289566,0.6431170254945755,0.8795189559459686,0.8590810447931291,0.21666794871415568,38.306396332727466,0
sample_004,clean,4,814.0,105.0,223.7,669.3,0.8892990946769714,0.9446498155593872,0.6601524949073792,0.8795655369758606,0.861716639995575,0.3568059696810018,816.6324632293281,0
sample_004,clean,5,223.0,766.0,223.7,669.3,0.8838889598846436,0.9419445097446442,0.6397137641906738,0.87087282538414,0.8530696868896486,0.27155570330965245,96.70253357591004,0
sample_004,clean,6,814.0,163.0,223.7,669.3,0.8814373016357422,0.9407184720039368,0.6579249501228333,0.8740019500255585,0.8574731588363649,0.32570308564703526,777.6848847701747,0
sample_004,clean,7,526.0,456.0,223.7,669.3,0.8787496089935303,0.9393746256828308,0.6677294969558716,0.8714515864849091,0.8578763842582704,0.0361386219991853,369.9759181352213,0
sample_004,clean,8,526.0,398.0,223.7,669.3,0.8765023946762085,0.9382512867450714,0.6482415497303009,0.8705105781555176,0.8531530559062959,0.07443117626371357,406.1883553229954,0
sample_004,clean,9,526.0,495.0,223.7,669.3,0.8762903213500977,0.9381449818611145,0.6795410513877869,0.8678110241889954,0.8582906126976013,0.018721645226849055,348.94953789910653,0
sample_004,clean,10,814.0,66.0,223.7,669.3,0.870877206325531,0.9354391396045685,0.6263314187526703,0.8504030406475067,0.8396031558513641,0.37878225935225635,844.0527116241022,0
sample_004,clean,11,526.0,360.0,223.7,669.3,0.8566396832466125,0.9283197522163391,0.6488496512174606,0.8448244631290436,0.8390276163816452,0.100687635785135,432.49483233906966,0
sample_004,clean,12,799.0,192.0,223.7,669.3,0.8566083908081055,0.9283036887645721,0.7074404507875443,0.8620014786720276,0.8576101571321488,0.30353335895746286,747.519484695884,0
sample_004,clean,13,799.0,134.0,223.7,669.3,0.8528903722763062,0.9264455437660217,0.6806928515434265,0.8524298965930939,0.8476887464523315,0.33418333291772645,785.8219772951122,0
sample_004,clean,14,511.0,427.0,223.7,669.3,0.852748692035675,0.9263741374015808,0.6466986835002899,0.8648107647895813,0.8458136975765229,0.052201532544552745,375.8331810790527,0
sample_004,clean,15,222.0,804.0,223.7,669.3,0.8401324152946472,0.9200658798217773,0.6417630314826965,0.848466545343399,0.83576557636261,0.2912902332725901,134.7107271155494,0
sample_004,clean,16,79.0,669.0,223.7,669.3,0.8340882062911987,0.9170438647270203,0.654178649187088,0.815950483083725,0.8240334689617157,0.32078185734233783,144.70031098791736,0
sample_004,clean,17,655.0,76.0,223.7,669.3,0.8333016633987427,0.916651040315628,0.67926225066185,0.8118718266487122,0.8272615969181061,0.3192185771536487,733.5015882736724,0
sample_004,clean,18,79.0,708.0,223.7,669.3,0.8330305814743042,0.9165145456790924,0.6831074506044388,0.8192509114742279,0.8309276729822159,0.3320429189126008,149.7857803664954,0
sample_004,clean,19,727.0,163.0,223.7,669.3,0.8317484855651855,0.9158745408058167,0.6909699141979218,0.8200873732566833,0.8325787484645844,0.28731341771661134,713.8981580029465,0
sample_004,clean,20,194.0,669.0,223.7,669.3,0.8316144943237305,0.9158072769641876,0.6696849018335342,0.8233596980571747,0.8296037703752518,0.24718110769231535,29.70151511286923,0
sample_004,clean,21,655.0,134.0,223.7,669.3,0.8315361142158508,0.9157682955265045,0.6735798865556717,0.8133342266082764,0.8263569861650468,0.2810524862014211,687.4342004875812,0
sample_004,clean,22,425.0,485.0,223.7,669.3,0.8310835957527161,0.9155415296554565,0.6666676253080368,0.8107688128948212,0.8238576620817185,0.054083269131959835,272.92522785554286,0
sample_004,clean,23,727.0,105.0,223.7,669.3,0.8299994468688965,0.9149992763996124,0.6601332873106003,0.8080304563045502,0.8212385505437851,0.3221443775700578,756.1384661555051,0
sample_004,clean,24,353.0,456.0,223.7,669.3,0.8298290967941284,0.9149148464202881,0.6764070689678192,0.8150915205478668,0.827283960580826,0.1085011520676163,249.43011045180566,0
sample_004,clean,25,151.0,679.0,223.7,669.3,0.8292931318283081,0.9146459698677063,0.7083425372838974,0.8262416124343872,0.8380235403776168,0.2773463538610162,73.34425676220326,0
sample_004,clean,26,425.0,427.0,223.7,669.3,0.8291513323783875,0.9145751893520355,0.6676852703094482,0.8083763718605042,0.8227176785469055,0.07400675644831355,315.00949192048165,0
sample_004,clean,27,497.0,456.0,223.7,669.3,0.8290944695472717,0.9145470261573792,0.683684453368187,0.820250928401947,0.830656072497368,0.03118493225902535,346.68397713191183,0
sample_004,clean,28,497.0,495.0,223.7,669.3,0.8288557529449463,0.9144278764724731,0.6959368735551834,0.8202777206897736,0.8330696135759355,0.00412310562561766,324.1502429429908,0
sample_004,clean,29,468.0,456.0,223.7,669.3,0.8287966251373291,0.9143981635570526,0.6756077408790588,0.8115123808383942,0.8254857659339905,0.03847076812334269,324.31370615501277,0
sample_004,clean,30,165.0,708.0,223.7,669.3,0.8282688856124878,0.9141341149806976,0.6860487461090088,0.813767671585083,0.8283704638481141,0.27882700730022547,70.3091743657967,0
sample_005,clean,1,690.0,57.0,690.1,56.9,0.8895329833030701,0.9447660148143768,0.7705659866333008,0.8714959025382996,0.8806179642677308,0.34084380587007884,0.1414213562373266,1
sample_005,clean,2,633.0,57.0,690.1,56.9,0.863707423210144,0.9318540394306183,0.7540560960769653,0.8410730361938477,0.8599820494651795,0.32706115636070265,57.10008756560714,0
sample_005,clean,3,791.0,57.0,690.1,56.9,0.8489075303077698,0.9244539141654968,0.728827491402626,0.8363330066204071,0.8500802665948868,0.37478660595063956,100.90004955400168,0
sample_005,clean,4,402.0,207.0,690.1,56.9,0.8404271006584167,0.9202137887477875,0.7028881460428238,0.8068854212760925,0.8314173132181167,0.21846395583711284,324.8563066957451,0
sample_005,clean,5,719.0,57.0,690.1,56.9,0.8391699194908142,0.9195853471755981,0.72993603348732,0.8223840594291687,0.8427749693393708,0.3494352586674676,28.900173009862737,0
sample_005,clean,6,395.0,67.0,690.1,56.9,0.8388462066650391,0.9194235801696777,0.7137580960988998,0.813528299331665,0.835932371020317,0.3150507895562238,295.272789128968,0
sample_005,clean,7,352.0,67.0,690.1,56.9,0.8377463817596436,0.9188732802867889,0.71604123711586,0.8095114231109619,0.8345621287822724,0.32356838535308113,338.2508240936007,0
sample_005,clean,8,431.0,120.0,690.1,56.9,0.8374279737472534,0.9187153875827789,0.6936491280794144,0.7922312319278717,0.8231084734201433,0.2730943060556188,266.67287076116315,0
sample_005,clean,9,431.0,207.0,690.1,56.9,0.8347933292388916,0.9173965454101562,0.7002512961626053,0.7974255979061127,0.8259791165590287,0.2128497122384712,299.43750600083484,0
sample_005,clean,10,474.0,207.0,690.1,56.9,0.8321160078048706,0.916057676076889,0.6914094239473343,0.7992344498634338,0.8243987351655961,0.2079963941995149,263.11446178422045,0
sample_005,clean,11,402.0,120.0,690.1,56.9,0.8318090438842773,0.915905088186264,0.6946812570095062,0.7919830083847046,0.8220914900302887,0.27749234223668223,294.9291779393826,0
sample_005,clean,12,697.0,197.0,690.1,56.9,0.8314304947853088,0.9157146513462067,0.6996208131313324,0.7952027916908264,0.8242911398410797,0.2555562560376873,140.26981143496272,0
sample_005,clean,13,359.0,207.0,690.1,56.9,0.8291462063789368,0.9145725965499878,0.7001505941152573,0.79972043633461,0.8257473319768907,0.2299239004540415,363.53434500745595,0
sample_005,clean,14,424.0,67.0,690.1,56.9,0.8281031847000122,0.9140510857105255,0.6990076303482056,0.8026774823665619,0.8264929533004761,0.31085768447957013,266.29160707765465,0
sample_005,clean,15,359.0,120.0,690.1,56.9,0.8268799185752869,0.9134405553340912,0.6957130134105682,0.7884324193000793,0.8198917925357819,0.28660163991156784,337.0590749408774,0
sample_005,clean,16,467.0,67.0,690.1,56.9,0.8268130421638489,0.9134059548377991,0.7071262896060944,0.8065503239631653,0.8294077694416047,0.30706513966909366,223.3285024353139,0
sample_005,clean,17,474.0,120.0,690.1,56.9,0.824571967124939,0.9122858643531799,0.6869643777608871,0.7828035056591034,0.8154286235570908,0.2693287953413077,225.12401026989548,0
sample_005,clean,18,496.0,67.0,690.1,56.9,0.8239377737045288,0.9119684100151062,0.7042393684387207,0.8018047511577606,0.826357138156891,0.30619030030358574,194.36259928288678,0
sample_005,clean,19,402.0,178.0,690.1,56.9,0.8236094117164612,0.9118039309978485,0.6682699173688889,0.7756619155406952,0.8086403220891953,0.238,312.5169115423996,0
sample_005,clean,20,431.0,178.0,690.1,56.9,0.8231924772262573,0.9115958511829376,0.6717981398105621,0.7711294591426849,0.8074497520923615,0.2328572524101407,286.00353144672886,0
sample_005,clean,21,654.0,197.0,690.1,56.9,0.8178555369377136,0.9089281857013702,0.6862185001373291,0.7855768203735352,0.815045702457428,0.2403383032310913,144.6762592825789,0
sample_005,clean,22,431.0,91.0,690.1,56.9,0.8170989751815796,0.9085494577884674,0.6857830286026001,0.7736256718635559,0.8100266575813293,0.29329336848964044,261.33430697097543,0
sample_005,clean,23,359.0,178.0,690.1,56.9,0.8146281242370605,0.9073139131069183,0.6638342589139938,0.7685210406780243,0.8031008332967758,0.2485608577391058,352.5513012314662,0
sample_005,clean,24,395.0,96.0,690.1,56.9,0.8143462538719177,0.9071741998195648,0.6773831844329834,0.7658655047416687,0.8046925187110902,0.295161820024203,297.6790553599632,0
sample_005,clean,25,474.0,178.0,690.1,56.9,0.814268171787262,0.9071343243122101,0.6613314002752304,0.7667200267314911,0.8018080204725266,0.2284294201717458,247.71842886632396,0
sample_005,clean,26,762.0,57.0,690.1,56.9,0.8114997148513794,0.90574911236763,0.7076904475688934,0.8039104044437408,0.825401896238327,0.36393199914269697,71.90006954099556,0
sample_005,clean,27,643.0,924.0,690.1,56.9,0.810631275177002,0.905315101146698,0.6690317094326019,0.7682117819786072,0.8032170951366425,0.3164055941351227,868.3782701104399,0
sample_005,clean,28,690.0,153.0,690.1,56.9,0.8106284141540527,0.9053139686584473,0.6957606822252274,0.7899381518363953,0.8172529846429826,0.2797400579109113,96.10005202912222,0
sample_005,clean,29,460.0,91.0,690.1,56.9,0.8062689304351807,0.9031339585781097,0.6742216497659683,0.7594713270664215,0.7998864442110063,0.29058647594132797,232.6130262904466,0
sample_005,clean,30,431.0,149.0,690.1,56.9,0.8011415600776672,0.9005692601203918,0.6552321314811707,0.74823297560215,0.7905673205852508,0.2529446579787761,274.98221760688455,0
sample_006,clean,1,514.0,904.0,515.3,903.8,0.9270864129066467,0.9635430574417114,0.7012252956628799,0.9456230998039246,0.9039115220308305,0.28584261403786526,1.3152946437965525,1
sample_006,clean,2,800.0,608.0,515.3,903.8,0.8668485879898071,0.9334241449832916,0.6240881085395813,0.876266211271286,0.8486937642097474,0.22545953073667124,410.55052064270967,0
sample_006,clean,3,398.0,904.0,515.3,903.8,0.8603002429008484,0.9301504492759705,0.6919599920511246,0.8902744352817535,0.8665619522333146,0.2946353678701863,117.30017050285984,0
sample_006,clean,4,369.0,904.0,515.3,903.8,0.8582608699798584,0.9291305541992188,0.6935687214136124,0.8897555768489838,0.8662681967020036,0.30031400233755334,146.30013670533594,0
sample_006,clean,5,456.0,904.0,515.3,903.8,0.8577350378036499,0.9288676381111145,0.6954837888479233,0.8904982805252075,0.8668431252241136,0.28736040089058895,59.30033726716902,0
