sample,noise_level,rank,candidate_x,candidate_y,gt_x,gt_y,template_score,gray_score,edge_score,gradient_score,structural_score,center_distance,template_gap,gray_gap,edge_gap,gradient_gap,structural_gap,combined_score,combined_gap,normalized_rank,distance_from_template_best,nearest_candidate_distance,neighborhood_density_50,neighborhood_density_100,distance_to_gt,label
sample_001,clean,11,553.0,662.0,279.0,433.1,0.4894362986087799,0.7447183579206467,0.5642585158348083,0.6171533167362213,0.6576003730297089,0.1205259308198862,0.41797778010368347,0.20898883044719696,0.16055211424827576,0.3182559609413147,0.24300833940505984,0.5981281585991383,0.29307733580470086,0.3448275862068966,357.8631023170732,25.0,3,6,357.0311050874979,0
sample_001,clean,12,272.0,638.0,279.0,433.1,0.4847634136676788,0.7423818856477737,0.5307634528726339,0.7174841612577438,0.6900991093367339,0.1884515852944729,0.4226506650447846,0.21132530272006989,0.19404717721045017,0.21792511641979218,0.2105096030980348,0.6179174789972603,0.27328801540657877,0.3793103448275862,205.08778608196053,36.0,2,4,205.01953565453215,0
sample_001,clean,13,572.0,733.0,279.0,433.1,0.4831505417823791,0.7415744811296463,0.5362348034977913,0.759209007024765,0.7075603559613228,0.172442744121056,0.4242635369300843,0.21213270723819733,0.18857582658529282,0.176200270652771,0.19304835647344587,0.629970427826047,0.26123506657779216,0.41379310344827586,420.04285495649134,30.610455730027933,3,7,419.2720000190807,0
sample_001,clean,14,242.0,433.0,279.0,433.1,0.481511652469635,0.7407572716474533,0.5868851020932198,0.514128333888948,0.6193312626332045,0.1884847473935225,0.42590242624282837,0.21294991672039032,0.13792552798986435,0.42128094378858805,0.2812774498015642,0.5702917711064219,0.3209137232974172,0.4482758620689655,36.0,29.410882339705484,4,9,37.00013513488836,0
sample_001,clean,15,278.0,290.0,279.0,433.1,0.4811336398124695,0.7405668348073959,0.5830356627702713,0.738461509346962,0.7082184702157974,0.2160833172644292,0.4262804388999939,0.2131403535604477,0.1417749673128128,0.19694776833057404,0.19239024221897127,0.6322164624929427,0.2589890319108964,0.4827586206896552,143.0,48.0,1,3,143.10349401744182,0
sample_001,clean,16,242.0,481.0,279.0,433.1,0.4771925806999206,0.7385960072278976,0.5658340826630592,0.5035656895488501,0.610031495243311,0.1829275812992671,0.4302214980125428,0.21511118113994598,0.15897654742002487,0.43184358812868595,0.2905772171914577,0.5615417246520519,0.32966376975178724,0.5172413793103449,60.0,29.410882339705484,4,8,60.52611006830026,0
sample_001,clean,17,572.0,781.0,279.0,433.1,0.4706101715564728,0.7353046536445618,0.5275040864944458,0.7571605741977692,0.7024869084358216,0.2051158209402677,0.4368039071559906,0.21840253472328186,0.1973065435886383,0.17824870347976685,0.19812180399894708,0.6225338590145111,0.26867163538932803,0.5517241379310345,455.5655825454772,30.610455730027933,3,5,454.8443799806698,0
sample_001,clean,18,553.0,805.0,279.0,433.1,0.4683185815811157,0.7341590970754623,0.5336976423859596,0.6134881898760796,0.6457984432578087,0.2188995203283917,0.43909549713134766,0.2195480912923813,0.19111298769712448,0.32192108780145645,0.25481026917696004,0.5825314120203258,0.30867408238351335,0.5862068965517241,462.6110677448174,30.610455730027933,2,5,461.9368030369522,0
sample_001,clean,19,260.0,457.0,279.0,433.1,0.4672361314296722,0.7336180210113525,0.59274572879076,0.6464340537786484,0.6705699756741523,0.1724079464525924,0.4401779472827912,0.2200891673564911,0.13206490129232407,0.28897522389888763,0.23003873676061637,0.6025262077897786,0.2886792866140605,0.6206896551724138,30.0,30.0,7,10,30.5321142405828,0
sample_001,clean,20,254.0,746.0,279.0,433.1,0.4670882225036621,0.7335440367460251,0.5559466555714607,0.5665476992726326,0.6312260255217552,0.246,0.44032585620880127,0.22016315162181854,0.16886397451162338,0.3688615784049034,0.2693826869130135,0.5731048155575991,0.31810067884624005,0.6551724137931034,313.9187793044564,40.24922359499622,4,5,313.89713283176064,0
sample_001,clean,21,242.0,361.0,279.0,433.1,0.4659956991672516,0.7329980432987213,0.5455382168292999,0.5025976237375289,0.6033459101803601,0.207225722341605,0.4414183795452118,0.22070914506912231,0.17927241325378418,0.4328116539400071,0.2972628022544086,0.5527678555529565,0.3384376388508826,0.6896551724137931,80.49844718999243,42.720018726587654,2,7,81.03955824163903,0
sample_001,clean,22,254.0,674.0,279.0,433.1,0.4627167284488678,0.7313583642244339,0.5572144389152527,0.5689312964677811,0.6315587520599366,0.2130633708547764,0.4446973502635956,0.22234882414340973,0.16759619116783142,0.36647798120975494,0.2690499603748321,0.572198948711157,0.31900654569268216,0.7241379310344828,242.19207253748004,40.24922359499622,4,5,242.1937447581997,0
sample_001,clean,23,259.0,505.0,279.0,433.1,0.4551479518413543,0.7275738716125488,0.5648440569639206,0.6106518730521202,0.6482591092586518,0.1704494059831245,0.45226612687110906,0.2261333167552948,0.1599665731191635,0.3247574046254158,0.2523496031761169,0.582189271301031,0.3090162231028081,0.7586206896551724,74.46475676452586,29.410882339705484,4,8,74.62981977735171,0
sample_001,clean,24,259.0,409.0,279.0,433.1,0.4542016983032226,0.727101132273674,0.5557116493582726,0.5968688428401947,0.6407303199172021,0.1821565260977492,0.4532123804092408,0.22660605609416962,0.16909898072481155,0.3385404348373413,0.2598783925175666,0.5762022592872381,0.315003235116601,0.7931034482758621,30.610455730027933,29.410882339705484,4,10,31.317886263284134,0
sample_001,clean,25,236.0,710.0,279.0,433.1,0.4537443220615387,0.7268714010715485,0.5687267482280731,0.5095403222367167,0.6083100389689207,0.2385330165826106,0.4536697566509247,0.22683578729629517,0.156083881855011,0.42586895544081926,0.29229867346584804,0.5540330912545323,0.33717240314930685,0.8275862068965517,280.1660222082614,36.0,3,7,280.2188608926958,0
sample_001,clean,26,236.0,782.0,279.0,433.1,0.4504097998142242,0.7252043038606644,0.5526602752506733,0.5003103883937001,0.6007379319518805,0.2731483113621609,0.4570042788982392,0.22850288450717926,0.1721503548324108,0.4350988892838359,0.2998707804828882,0.5470122908800841,0.34419320352375504,0.8620689655172413,351.51813608973293,36.0,2,4,351.5397701541036,0
sample_001,clean,27,293.0,457.0,279.0,433.1,0.4450361728668213,0.72251757979393,0.5971029624342918,0.6690271943807602,0.6760385021567346,0.1494958193395387,0.4623779058456421,0.23118960857391357,0.12770766764879227,0.2663820832967758,0.22457021027803414,0.6004670725017786,0.29073842190206056,0.896551724137931,28.30194339616981,28.30194339616981,3,9,27.698555919036625,0
sample_001,clean,28,236.0,638.0,279.0,433.1,0.4433063268661499,0.7216530442237854,0.5580054000020027,0.5005740495980717,0.6004919175291434,0.2106418761785035,0.4641077518463135,0.23205414414405823,0.1668052300810814,0.4348352280794643,0.30011679490562526,0.5451538581191562,0.34605163628468294,0.9310344827586207,209.25821369781403,36.0,2,4,209.36334445169717,0
sample_001,clean,29,518.0,733.0,279.0,433.1,0.4423062801361084,0.7211523354053497,0.537128135561943,0.5489652641117573,0.6154726669192314,0.165246785142707,0.465107798576355,0.2325548529624939,0.18768249452114105,0.38644401356577873,0.2851360455155373,0.5543215408921242,0.33688395351171496,0.9655172413793104,384.1874542459709,42.43819034784589,2,7,383.48534522195234,0
sample_001,clean,30,518.0,637.0,279.0,433.1,0.4384213089942932,0.7192097753286362,0.5378736779093742,0.5444238893687725,0.6130282014608384,0.0977061922295613,0.46899276971817017,0.23449741303920746,0.18693695217370987,0.3909853883087635,0.28758051097393034,0.5515793288499117,0.33962616555392744,1.0,314.9857139617605,35.0,2,4,314.1595295387361,0
sample_002,clean,1,288.0,438.0,288.4,438.1,0.9064276218414308,0.9532148241996764,0.7152263820171356,0.9363055527210236,0.8988534271717072,0.15618578680533,0.0,0.0,0.0,0.0,0.0,0.8892262634634972,0.0,0.0,0.0,26.627053911388696,5,9,0.4123105625617495,1
sample_002,clean,2,288.0,342.0,288.4,438.1,0.858497679233551,0.929250031709671,0.6550053507089615,0.89503213763237,0.8607139378786087,0.1869598887462228,0.04792994260787975,0.023964792490005382,0.06022103130817413,0.041273415088653564,0.038139489293098516,0.8463368262350559,0.042889437228441296,0.034482758620689655,96.0,26.627053911388696,3,5,96.1008324625755,0
sample_002,clean,3,288.0,390.0,288.4,438.1,0.8440039753913879,0.9220031201839448,0.6659020632505417,0.898359626531601,0.8613255113363266,0.1688845759683222,0.062423646450042836,0.03121170401573159,0.04932431876659393,0.03794592618942261,0.03752791583538062,0.8433239977061748,0.04590226575732237,0.06896551724137931,48.0,39.66106403010388,4,8,48.10166317290913,0
sample_002,clean,4,288.0,486.0,288.4,438.1,0.7799234986305237,0.8899613916873932,0.5893326625227928,0.8502691388130188,0.8139587447047234,0.1502331521336086,0.1265041232109071,0.06325343251228321,0.1258937194943428,0.08603641390800476,0.08489468246698384,0.7887167344242335,0.10050952903926369,0.10344827586206896,48.0,26.627053911388696,4,8,47.90167011702199,0
sample_002,clean,5,288.0,516.0,288.4,438.1,0.6604987978935242,0.83024862408638,0.5881105959415436,0.7867455780506134,0.7644198000431062,0.150332963783729,0.2459288239479066,0.1229662001132964,0.12711578607559204,0.14955997467041016,0.13443362712860107,0.7211365979909897,0.16808966547250748,0.13793103448275862,78.0,26.627053911388696,3,7,77.90102695086885,0
sample_002,clean,6,288.0,309.0,288.4,438.1,0.6203967928886414,0.8101982772350311,0.5807376652956009,0.7411536276340485,0.736688295006752,0.2017733877398107,0.2860308289527894,0.14301654696464527,0.13448871672153473,0.1951519250869751,0.1621651321649552,0.6903278137743473,0.19889844968914994,0.1724137931034483,129.0,33.0,1,3,129.10061967318362,0
sample_002,clean,7,580.0,724.0,288.4,438.1,0.5623980164527893,0.7811991274356842,0.6206722855567932,0.7953485250473022,0.7547535181045533,0.1681903683330291,0.34402960538864147,0.1720156967639922,0.09455409646034241,0.1409570276737213,0.14409990906715398,0.6890205255150795,0.20020573794841767,0.20689655172413793,408.72973955903916,29.0,3,5,408.3740564727392,0
sample_002,clean,8,580.0,695.0,288.4,438.1,0.5565443634986877,0.77827188372612,0.6116669923067093,0.7790480852127075,0.7452613860368729,0.1490385856078888,0.34988325834274303,0.1749429404735564,0.10355938971042633,0.15725746750831604,0.15359204113483438,0.6803160347044468,0.2089102287590504,0.2413793103448276,388.98971708774,29.0,4,6,388.6234295561707,0
sample_002,clean,9,580.0,657.0,288.4,438.1,0.5531271696090698,0.776563286781311,0.6170754507184029,0.7968496680259705,0.7527802720665933,0.1245973514967312,0.35330045223236095,0.17665153741836537,0.09815093129873276,0.1394558846950531,0.14607315510511398,0.6849099495261908,0.20431631393730643,0.27586206896551724,365.0,38.0,3,5,364.6200351050392,0
sample_002,clean,10,580.0,772.0,288.4,438.1,0.5398765802383423,0.7699386775493622,0.591546356678009,0.7720650136470795,0.7351107478141785,0.2004794253782666,0.3665510416030885,0.18327614665031422,0.12368002533912659,0.1642405390739441,0.16374267935752873,0.6676208814978599,0.22160538196563728,0.3103448275862069,443.64400142456566,48.0,1,4,443.3055041390757,0
sample_002,clean,11,870.0,759.0,288.4,438.1,0.5017256140708923,0.7508629858493805,0.6398531645536423,0.8103820085525513,0.7524686306715012,0.3193595152801933,0.40470200777053844,0.2023518383502959,0.07537321746349335,0.1259235441684723,0.14638479650020608,0.6716952346265316,0.21753102883696562,0.3448275862068966,664.6540453499098,29.0,3,6,664.255500541772,0
sample_002,clean,12,282.0,931.0,288.4,438.1,0.4981653988361358,0.7490820735692978,0.6149501353502274,0.7494987994432449,0.7224223762750626,0.3415296473221614,0.40826222300529497,0.2041327506303786,0.10027624666690826,0.18680675327777863,0.17643105089664468,0.648438686132431,0.24078757733106615,0.3793103448275862,493.0365098042943,47.01063709417264,1,1,492.9415482590202,0
sample_002,clean,13,870.0,701.0,288.4,438.1,0.4979290068149566,0.7489638775587082,0.6248769983649254,0.810276448726654,0.7486715301871301,0.2977423382725406,0.40849861502647417,0.2042509466409682,0.09034938365221024,0.1260291039943695,0.15018189698457718,0.6672444292157889,0.22198183424770834,0.41379310344827586,638.6650139157459,29.0,3,8,638.259328173118,0
sample_002,clean,14,870.0,730.0,288.4,438.1,0.4939191043376922,0.7469594925642014,0.6215461269021034,0.802508145570755,0.7440962806344033,0.3080584360149872,0.41250851750373857,0.20625533163547505,0.0936802551150322,0.13379740715026855,0.154757146537304,0.662772459462285,0.22645380400121218,0.4482758620689655,651.1436093520384,29.0,3,7,650.7412465796217,0
sample_002,clean,15,870.0,788.0,288.4,438.1,0.4896423816680908,0.7448220700025558,0.6147103831171989,0.8004953265190125,0.7410690352320671,0.3315448687583627,0.41678524017333995,0.20839275419712056,0.10051599889993668,0.1358102262020111,0.1577843919396401,0.6591354548186064,0.23009080864489084,0.4827586206896552,679.1347436260348,29.0,1,5,678.7404290301263,0
sample_002,clean,16,580.0,614.0,288.4,438.1,0.4782639145851135,0.7391316443681717,0.5795229598879814,0.7126704007387161,0.6966254100203515,0.0984784240328814,0.42816370725631725,0.2140831798315047,0.1357034221291542,0.22363515198230743,0.20222801715135574,0.6231365271657706,0.2660897362977266,0.5172413793103449,340.93987739776054,43.0,1,3,340.54569443761875,0
sample_002,clean,17,288.0,549.0,288.4,438.1,0.4706339240074157,0.7353161573410034,0.5812215581536293,0.7351209819316864,0.7044191673398018,0.1538587014113923,0.43579369783401506,0.21789866685867298,0.13400482386350632,0.20118457078933716,0.19443425983190543,0.6265788643807173,0.2626473990827799,0.5517241379310345,111.0,33.0,1,4,110.900721368258,0
sample_002,clean,18,266.0,357.0,288.4,438.1,0.4622353315353393,0.7311176806688309,0.5725991129875183,0.5915960073471069,0.6436052978038788,0.1939136405722918,0.4441922903060915,0.22209714353084553,0.1426272690296173,0.3447095453739166,0.2552481293678285,0.5812683795392513,0.30795788392424595,0.5862068965517241,83.93449827097318,26.627053911388696,2,6,84.13661509711454,0
sample_002,clean,19,870.0,653.0,288.4,438.1,0.4572865664958954,0.7286422252655029,0.5926439017057419,0.7833158075809479,0.7233119934797287,0.2831157007302844,0.4491410553455354,0.22457259893417347,0.12258248031139374,0.15298974514007568,0.1755414336919785,0.6367044492065906,0.25252181425690656,0.6206896551724138,620.4425839672838,29.0,2,5,620.0327168787144,0
sample_002,clean,20,266.0,423.0,288.4,438.1,0.4560619592666626,0.7280304729938507,0.5470483265817165,0.5871018841862679,0.6354626081883907,0.1741909871376817,0.4503656625747682,0.2251843512058257,0.16817805543541908,0.3492036685347557,0.2633908189833165,0.5725933061912656,0.3166329572722316,0.6551724137931034,26.627053911388696,26.627053911388696,3,9,27.01425549594139,0
sample_002,clean,21,331.0,438.0,288.4,438.1,0.4533226788043976,0.7266599982976913,0.6285316348075867,0.6302506327629089,0.6684705793857575,0.1272890411622304,0.4531049430370332,0.22655482590198506,0.08669474720954895,0.3060549199581146,0.23038284778594975,0.5990197910368442,0.290206472426653,0.6896551724137931,43.0,43.0,1,7,42.60011737073035,0
sample_002,clean,22,266.0,453.0,288.4,438.1,0.4518028497695923,0.7259008437395096,0.5568311288952827,0.5913150981068611,0.638252602517605,0.1687675916756531,0.4546247720718385,0.22731398046016682,0.15839525312185287,0.34499045461416245,0.2606008246541023,0.5738641909509897,0.3153620725125075,0.7241379310344828,26.627053911388696,26.627053911388696,4,9,26.902973813316592,0
sample_002,clean,23,914.0,759.0,288.4,438.1,0.4442496001720428,0.7221247553825378,0.6121408194303513,0.6089651361107826,0.6548641204833985,0.3453092816592105,0.462178021669388,0.23109006881713856,0.10308556258678436,0.32734041661024094,0.24398930668830876,0.5861805675923824,0.30304569587111485,0.7586206896551724,703.5033759691562,29.0,2,6,703.1018205068168,0
sample_002,clean,24,325.0,950.0,288.4,438.1,0.4418031871318817,0.7209010273218155,0.6262565553188324,0.6214570328593254,0.662194535136223,0.3414125070936916,0.46462443470954906,0.2323137968778609,0.08896982669830322,0.31484851986169815,0.2366588920354843,0.5913449071347714,0.2978813563287258,0.7931034482758621,513.3351731568762,47.01063709417264,1,1,513.2067517092892,0
sample_002,clean,25,266.0,501.0,288.4,438.1,0.4375908970832824,0.7187945544719696,0.5661441907286644,0.583983302116394,0.6343399807810783,0.1654644977026794,0.46883672475814836,0.2344202697277068,0.14908219128847122,0.3523222506046295,0.2645134463906289,0.5676827374845742,0.321543525978923,0.8275862068965517,66.73080248281148,26.627053911388696,3,7,66.76952897841946,0
sample_002,clean,26,870.0,624.0,288.4,438.1,0.435772955417633,0.717886433005333,0.5737093836069107,0.7581971287727356,0.7051753014326096,0.2759311508329569,0.4706546664237978,0.23532839119434346,0.14151699841022491,0.17810842394828796,0.1936781257390976,0.6171457451581955,0.27208051830530167,0.8620689655172413,610.9991816688464,29.0,1,3,610.5877250649573,0
sample_002,clean,27,914.0,730.0,288.4,438.1,0.4356963038444519,0.7178481370210648,0.5938173308968544,0.6011462137103081,0.64636120647192,0.3348850549069038,0.47073131799697887,0.23536668717861164,0.12140905112028122,0.3351593390107155,0.2524922206997873,0.576960195377469,0.3122660680860282,0.896551724137931,690.7532120808415,29.0,3,7,690.348441006424,0
sample_002,clean,28,914.0,682.0,288.4,438.1,0.4347811639308929,0.717390775680542,0.6017306447029114,0.6028217971324921,0.6484311580657959,0.3197811751807788,0.4716464579105379,0.2358240485191344,0.11349573731422424,0.3334837555885315,0.25042226910591137,0.5785531532764434,0.3106731101870538,0.9310344827586207,671.8720116212611,47.92702786528704,2,7,671.4630071716535,0
sample_002,clean,29,616.0,719.0,288.4,438.1,0.4346802234649658,0.7173402607440948,0.6107169613242149,0.6170008108019829,0.6558798208832741,0.1752384090318101,0.47174739837646495,0.23587456345558155,0.10450942069292068,0.3193047419190407,0.24297360628843312,0.5841887766867876,0.3050374867767096,0.9655172413793104,431.9085551363853,36.345563690772494,3,5,431.5397664178818,0
sample_002,clean,30,616.0,681.0,288.4,438.1,0.4299331903457641,0.7149662226438522,0.6252167969942093,0.6221844628453255,0.659903633594513,0.1520148019108665,0.47649443149566667,0.23824860155582417,0.09000958502292633,0.3141210898756981,0.23894979357719426,0.5864250293374061,0.30280123412609106,1.0,408.2070553040454,38.0,3,6,407.8261516872109,0
sample_003,clean,1,148.0,545.0,149.2,544.8,0.9368916153907776,0.9684455692768096,0.6705021411180496,0.9421656429767608,0.8983449131250383,0.2509272803024812,0.0,0.0,0.0,0.0,0.0,0.8950117523968218,0.0,0.0,0.0,28.844410203711913,4,8,1.2165525060596405,1
sample_003,clean,2,76.0,545.0,149.2,544.8,0.8843716382980347,0.9421850740909576,0.6490483433008194,0.8951953053474426,0.864761820435524,0.3014970978301449,0.05251997709274292,0.02626049518585194,0.021453797817230225,0.046970337629318126,0.033583092689514316,0.8559879292547703,0.03902382314205155,0.034482758620689655,72.0,28.844410203711913,1,5,73.20027322353378,0
sample_003,clean,3,197.0,545.0,149.2,544.8,0.8822137713432312,0.941106766462326,0.6339689046144485,0.9056963622570038,0.8655150324106217,0.2166033240742163,0.05467784404754639,0.02733880281448353,0.036533236503601074,0.03646928071975697,0.032829880714416615,0.8551677609980108,0.03984399139881101,0.06896551724137931,49.0,28.0178514522438,4,6,47.80041840821063,0
sample_003,clean,4,697.0,541.0,149.2,544.8,0.8316295146942139,0.9158149659633636,0.5452212281525135,0.8250272572040558,0.8053811348974704,0.1422849254137626,0.10526210069656372,0.052630603313445934,0.12528091296553612,0.11713838577270497,0.09296377822756785,0.7947259619459509,0.10028579045087094,0.10344827586206896,549.0145717556138,28.0178514522438,6,11,547.8131798341475,0
sample_003,clean,5,794.0,541.0,149.2,544.8,0.826172947883606,0.9130865931510924,0.550908625125885,0.8149577677249908,0.8013994693756104,0.2099011672192415,0.11071866750717163,0.05535897612571716,0.11959351599216461,0.1272078752517699,0.09694544374942793,0.7907226145267486,0.10428913787007321,0.13793103448275862,646.0123837822306,28.844410203711913,3,6,644.81119717325,0
sample_003,clean,6,649.0,541.0,149.2,544.8,0.8260173797607422,0.9130094945430756,0.545645460486412,0.8172824084758759,0.801245853304863,0.1092748827498799,0.1108742356300354,0.05543607473373402,0.12485668063163757,0.1248832345008849,0.0970990598201753,0.7903091095387935,0.10470264285802833,0.1724137931034483,501.01596780941026,28.0178514522438,5,8,499.81444556955336,0
sample_003,clean,7,746.0,541.0,149.2,544.8,0.8249669075012207,0.9124836921691896,0.5545746833086014,0.8204275965690613,0.8040794521570206,0.1763476679743738,0.11192470788955688,0.05596187710762002,0.11592745780944824,0.12173804640769947,0.09426546096801769,0.7924502383172513,0.10256151407957059,0.20689655172413793,598.0133777767852,28.844410203711913,6,9,596.8120977326113,0
sample_003,clean,8,764.0,249.0,149.2,544.8,0.7749547362327576,0.8874777257442474,0.5557068660855293,0.7801065146923065,0.7781750693917275,0.257582025770433,0.16193687915802002,0.08096784353256214,0.1147952750325203,0.16205912828445423,0.12016984373331074,0.7606204264611006,0.13439132593572123,0.2413793103448276,683.4266602935534,28.844410203711913,4,6,682.2585140546066,0
sample_003,clean,9,716.0,249.0,149.2,544.8,0.769071638584137,0.8845361769199371,0.5564529933035374,0.7774576246738434,0.7760881192982197,0.2341548632849636,0.16781997680664062,0.08390939235687245,0.11404914781451225,0.16470801830291737,0.12225679382681853,0.7575790159031749,0.13743273649364696,0.27586206896551724,640.4998048399391,28.844410203711913,4,8,639.3433193519737,0
sample_003,clean,10,668.0,249.0,149.2,544.8,0.7675028443336487,0.8837516009807587,0.5491863116621971,0.7718505561351776,0.772078125178814,0.2135708313417354,0.1693887710571289,0.08469396829605091,0.12131582945585251,0.17031508684158314,0.12626678794622426,0.7539772764593363,0.14103447593748553,0.3103448275862069,598.3443824420849,28.844410203711913,4,6,597.2027126529148,0
sample_003,clean,11,173.0,529.0,149.2,544.8,0.7465587854385376,0.8732791841030121,0.6036886945366859,0.7472629249095917,0.7689545825123787,0.232131428290096,0.19033282995224,0.0951663851737975,0.06681344658136368,0.19490271806716908,0.1293903306126596,0.7487563189119101,0.14625543348491177,0.3448275862068966,29.68164415931166,28.844410203711913,5,7,28.567113959936503,0
sample_003,clean,12,770.0,525.0,149.2,544.8,0.7448310852050781,0.8724158108234406,0.597734697163105,0.7397430092096329,0.7644104674458504,0.19173549488814,0.19206053018569946,0.09602975845336903,0.07276744395494461,0.20242263376712788,0.13393444567918789,0.744802597090602,0.1502091553062198,0.3793103448275862,622.3214603402329,28.844410203711913,4,7,621.1156736067767,0
sample_003,clean,13,124.0,529.0,149.2,544.8,0.744018018245697,0.8720086812973022,0.6150153055787086,0.748554140329361,0.7712281897664071,0.2666617707883902,0.19287359714508057,0.09643688797950734,0.05548683553934097,0.1936115026473998,0.12711672335863122,0.7502154695242643,0.14479628287255752,0.41379310344827586,28.844410203711913,28.844410203711913,3,7,29.74357073385773,0
sample_003,clean,14,722.0,525.0,149.2,544.8,0.742993950843811,0.8714971840381622,0.6058569326996803,0.7383343428373337,0.7651039972901346,0.1579699338481851,0.19389766454696655,0.09694838523864735,0.0646452084183693,0.20383130013942707,0.13324091583490372,0.7451889707893133,0.1498227816075085,0.4482758620689655,574.3483263665004,28.844410203711913,5,10,573.1421115220901,0
sample_003,clean,15,674.0,525.0,149.2,544.8,0.7380146384239197,0.8690078854560852,0.5934434086084366,0.7325483411550522,0.7593111723661423,0.1243000402252549,0.1988769769668579,0.09943768382072438,0.07705873250961304,0.20961730182170857,0.13903374075889596,0.7391439883410931,0.15586776405572877,0.4827586206896552,526.3800908089135,28.0178514522438,5,9,525.173380894348,0
sample_003,clean,16,626.0,525.0,149.2,544.8,0.7212136387825012,0.860606849193573,0.5860337093472481,0.7227097302675247,0.7505333736538888,0.0908322629906356,0.21567797660827637,0.10783872008323658,0.08446843177080154,0.21945591270923603,0.14781153947114944,0.7280087962001562,0.1670029561966656,0.5172413793103449,478.4182270775226,28.0178514522438,3,6,477.2109386843517,0
sample_003,clean,17,692.0,233.0,149.2,544.8,0.7165294289588928,0.8582643270492554,0.5789788067340851,0.7181822508573532,0.7463743925094605,0.2325435443094475,0.22036218643188477,0.11018124222755421,0.09152333438396454,0.22398339211940754,0.1519705206155778,0.7234566274285317,0.17155512496829017,0.5517241379310345,627.1204031125123,28.844410203711913,4,7,625.9800955302013,0
